,Unnamed: 0,titleId,nom,star_point,star_person,comment1,comment2,comment3,comment4,comment5,comment6,comment7,comment8,comment9,comment10,comment1e,comment2e,comment3e,comment4e,comment5e,comment6e,comment7e,comment8e,comment9e,comment10e
277,13631,718020,16,9.99,21755,우리도 지킬 사람은 고르고 싶으니까..... 무조건 악귀로부터 모든 살아있는 사람을 지킨다는 딜레마를 저렇게 단칼에 잘라내는구나 은파는ㄷㄷ 그래 그게 정신건강에 좋아.. 다 지킬수도 없거니와 저런놈까지 일일이 구해주면서 뒤처리까지 하면 골아츰,삼촌님 전작에서도 그렇고 여기서도 범죄자는 죽어도 싸다 마인드 보여주셔서 넘 만족 중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,타인의 생명을 함부로 빼앗는 사람은 그다지 살릴 가치를 못 느끼는 점이 마음에 드네요. 타인의 생명을 경시하는 사람은 본인의 생명이 경시받아도 할 말 없음.,그런데 영매사... 지금까진 가볍게 나왔지만 정말로 위험한 일이긴 한가보다... 저렇게 어우; 막 사람을 이빨로 뇸뇸 뜯어먹는 귀신을 맨몸으로 상대하고... 여러분 우리 다같이 귀여운 영단이를 생각하며 외쳐봅시다 영연은 진짜 구제불능이다,송골매 귀신이 살인마 해치는거 알고 일부로 처음에 놓아준건가...,여학생둘 옆에 경찰차 있었는데도 여학생 아빠 오고 나서 칼난동 포기할 생각한 가해자 그는 대체.....,와.. 범인이 발견됐대... 잡힌것도 아니고 발견.. 스레기 인간한테는 저런 태도가 좋긴 하지만 지금까지 나랑이 앞에서 싱글싱글 웃던 은파가 귀신한테 먹히는 사람 앞에서 저렇게 행동하니까 무섭다..,아나 은파가 나랑이 안고 둥기둥기하는거 왤케 귀엽지ㅋㅋㅋㅋㅋ 우리 나랑이 삼도천 토깽이ㅠㅠㅠㅠㅠㅠ,맨손으로..콘크리트를..삼촌님네 퇴마사들은 다 괴력쟁이야ㅋㅋ,"서맄ㅋㅋㅋㅋㅋㅋㅋ캔치워 줘, 흘린 거 닦아줘, 술 줘, 쌀까지 치우고 뿍쳤엌ㅋㅋㅋㅋ 그대에 아낌없이 주는 서리ㅋㅋㅋㅋㅋ",False,True,True,True,False,False,False,False,True,False
278,27307,720121,248,9.99,10494,아니근데 생각해보면 저 부장 ㄹㅇ불쌍한게 갑자기 사장아들이 자기부서에 들어온단다 근데 또 사장이 감시하라고 시킴+ 하라는대로 굴렀더니 난데없이 사장아들이 뭐라함 뭐어떡하라고요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅜㅠㅠ,금나리 쟤는 기자됐겠다 ㅋㅋ 가십을 찾아 쓰레기통까지 뒤지는 열정보소,"ㄱㅡㄴ데 ..유정이닮아가는건 좀그렇다쳐도.족보훔친건 결국도둑질인데
범인잡는건 나쁘지않자나?ㅡ.ㅡ?나만그렇게생각하나?",다영이 저년은 설이한테 그렇게 시부렁 거리더니 훔쳐간거 맞으면서,예상했다는 말조차도 닮아간다는 느낌이 드네,꺼져 건달아 우리 인호 피아노 칠 거야!!,회장님 아들은...존나쎄네....진짜.... ,와 유정 진짜ㅋㅋㅋㅋㅋ이럴 때 너무 무서워 ㅋㅋㅋㅋㅋㅋ부장님한테 1도 안 쫄고 찍어누르는 것 봐,근데 유정이 한 짓도..뭐...작정하고 괴롭히는게 아니라 자기한테 나쁜 짓 한 사람들 엿먹이는거니까....,"누가 설이 유정 닮아가는게 나쁘다고 말했나?
오히려 개좋은데? 설이가 유정처럼 판짜는거 너무 짜릿한데??",False,False,False,False,False,False,False,False,False,False
279,32238,695796,88,9.99,19527,"중간에 저여자 겁나 짜증나네
남자가 울면 안됀다고 그러는거 진짜 왜 그러는지 모르겠다
같은 인격체인데 울 수 있는건데 남자라는 이유로 울지말라하고
그리고 저 강아지가 하나뿐인 가족인데
'그깟 강아지'가 아닌 사람이든 동물이든 다 자신의 소중하고
감정을 공유할 수 있는 가족이다","보는내내 강아지 눈빛이 너무 슬퍼보여서
감정기입이 다 돼서 마음이 너무 아팠어요
13~14살이면 정말 오랜시간동안 주인과 지낸건데
잃어버린 주인 마음도 너무 찢어지게 아플듯,,
정말 강아지 키우는 분들은 공감할거에요.
맨날 이름 부르면 달려와주던 애기가
내 곁에 없으면 어떡하지?
저는 10살 요크셔테리어를 하늘나라 보내줬는데
지금도 이름도 못 잊구 그때 더 잘해줄걸 생각들어요,,
정말 그저 애완동물이 아니라 가족 일부분이 된다는거 맞는 말이고 보라머리처럼 공감능력이 없는 사람은 없어졌으면","그깟 강아지라니...ㅋ
정말 사람이 하는 소린가 훈이 라는 사람한텐 
소중한 가족일텐데 남의 가족을 자기 일 아니라고
멋대로 얘기 하는건 정말 아니다.
나도 강아지 잃어 버렸을 때 밥도 안먹고 학교끝나면
바로 강아지 찾으러 갔는데....
결국 찾긴했지만 남의 가족을 동물이던 사람이던 어떤것이든간에 자기 마음대로 얘기하는건 얘의 없고
싸가지가 없는거다",꼭 저런 식으로 교묘하게 막말섞어놓고 자기 딴엔 위로라고 포장하는 인간들이 있음 저기에 반박하거나 화내면  예민하고 속좁은 사람으로 몰아가고;,헐 여러분ㅠ 웹툰 내년?즈음에 드라마 제작한대요ㅠㅠ 잘만들면 정말 매화 울것같은데 원작이랑 최대한 비슷하고 감동도 그대로 전해졌으면 좋겠네요ㅠ,"저도 하얀색 말티즈가 현재 행방불명 상태입니다. 
우리 화이가 잘있을지 궁금하네요 살아있을지는 .. 이 웹툰에 격하게 공감 하는 1인입니다 화이야 보고싶다",진짜 남자는 딱 세번만 울어야한다는 소리는 정말 개.소리죠 슬프면 우는거지 무슨 세번만 울래 그리고 반려동물들도 살아있는 생명체고 누군가에게는 가족인데 그깟 강아지라...,"늘 자길보면서 위로받고 행복해하는 형인데
자기가 아팠을때 안타까워하고 슬퍼하는 모습을 보고
죽고나면 자기보다 형이 더 슬퍼하고 힘들어할까봐 스스로 나와서 생을 마감하고 저승에서 형을 기다리고싶었던가..
저정도로 힘들어하고 슬퍼하는 형의 모습을 아니까 콩이도 형을 못봐서 슬프고 괴로워서 빨리 죽고싶은걸지도 ㅜ",님들기쁜소식이 이거 영화인가?어쨋든 드라마나 영화로 제작된데요!,그깟 강아지라니... 그렇게 생각하기만 하는건 지 자유지만 일주일 같이 있어도 헤어지면 허전하고 슬픈게 강아진데 13년을 키웠으면 그냥 자기 자식같은 애인데 그런 애를 잃어버린 사람 앞에서 그렇게 얘기하면 속이 시원하나? 그게 위로라고 생각하는건가? 제발 그런 생각이 들면 속으로만 생각하길 사람 마음 갈기갈기 찢어놓고 자기가 틀린 말 했나? 하는 인간들이 제일 재수없음,False,False,False,False,True,True,False,True,True,False
280,10288,710758,55,9.99,8120,"다들 심청이라고 생각하시는데 
청하 입니다. 특별게스트인가보네요.",말하는 표창.. 분명 복선이다. 위기의 순간에 십세 대가리에 꽂는다.,당근훔쳐먹다 10살한테 맞았다네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ용궁 이제 YG로 안쓰네ㅋㅋㅋ,"아, 슬기 눈이 생원이한테 맞아서 얼굴이 함몰된거였구나",용왕이 학교를 세운 목적이 있을거다. 18세의 어린 학생들 싱싱한 간을 자신이 사랑한 인간 여자에게 먹이기 위해 학교를 세웠을듯.,펙트) 생원이가 어릴적에 유괴당한거 알게되는 순간 토끼 멸종당함,갑자기 분위기 로맨스;;;,슬기얼굴 왜 저모양인가 했네 맞아서 함몰 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋ교장말엔 항상 지드래곤 무제 가사가 섞여있음,False,False,True,True,True,True,True,False,False,True
281,25792,702672,49,9.99,17814,사실 주인이 혼자 있을 수 없는것임,아구귀여워ㅜㅜㅜㅜㅜ,저분 성씨가 강아지 강씨라면서요?,주인도 혼자있을수 있어야해요,재구랑 홍구랑 아기 침대위에 누워있는 거 그려주실수 있나요!,오ㅐ 눈코입이 없는데 얼굴이 보이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이거진짜불안함 ㅜㅜ,진짜로 반려견이나 반려묘등의 동물을 키우시는 분들은 저런거에 진짜 민감하시겠네요...ㅠ,응딩이 선 그어준게 그렇게 잘못인가요..?,남편분 약간 인간을 닮으셨네요,True,True,False,True,True,False,True,True,False,True
282,13142,720121,93,9.99,13183,아니 경찰이 수첩에 고아 잡역 저런거적는거 나만 거슬려?,"아니 부모님 없다고 고아.. 돌아가셨을 수도, 다른 사정이 있을 수도 있는 걸,  저 형사 고아라고 적는 순간부터 색안경끼는 인간인게 확실하네요",다시 보니 알겠다 아무리 외쿡인처럼 생겨도 무슨 일있음 밥 한 번 사라는 저 기적의 논리... 백인호 당신은 찐한국인이아,허조교ㅠㅠㅠㅠㅠㅠㅠㅠ잘못한건 아는데 맘아프다ㅠㅠㅠㅠㅠ,조교야 ㅠㅠㅠㅠㅠ 허조교ㅠㅠㅠㅠㅠ 우리 역대급 피해자ㅠㅠㅠㅠㅠ,근데 인호 성인아님? 성인한테 부모님 계시는지 묻고 굳이 고아라고 적는게 웃김ㅋㅋㅋㅋ,"확실히 선행을 베푸는 데에 어려움이 많아진 건 분명하다.
사람들 수준이 가십거리에 선동되어 진실인 냥 떠느는 건 일상적인 수준이 되었고
세금 인력 낭비로 CCTV의 사각지대 증가
판사, 검사, 변호사 등 법조계의 사람들이 법을 지 입맛대로 놀리는 것 하며....

앞선 것들은 내 뇌피셜이라 쳐도, 선행을 베풀었다가 되려 뒤집어 써서 인생 꼬이는 사례들이 급증했다는 게 제일 문제.
이번 편 보는데 경찰이 백인호 쪼는 거에서 많이 안타까웠음.
경찰도 자기 일 잘하는 건 맞는데, 인호 입장에서 보니깐 심사가 뒤틀리더라...",나 같아도 허조교 상황이면 성격 개파탄될 듯,형사 적는거 극혐,아니 설이 머리띠 너무 잘 어울리잖아........ 최고임,False,False,False,False,False,True,False,False,False,True
283,8552,654138,177,9.99,6887,혜진이의 작은 참새... 그 이름은 은주,"도민이, 넌 혜진이의 참새를 건드렸어... ",류혜진어 해석= 니 회사 앞가림도 못하는 주제에 여기저기 엔트란스 뒷담화 까지 말고 니 앞길이나 닦아,그래도 혜진과 제임스는 사랑이 아니어도 신뢰된 부부가 되길 바랍니다,예전에는 혜진이 파혼을 기대햇는데... 그냥 행복해라. 너도 네 방식대로,탈룰라도 이런 탈룰라가 없다 혜진이 그렇게 욕먹던 캐릭터인데 ㅋㅋㅋㅋㅋㅋㅋ  ,제발 저 악당좀 더 엿맥여줘 혜진아... 너만 기대할게♡,그때는 이렇게 사랑스러운 또라이인걸 몰랐으니까여ㅋㅋㅋㅋ진짜 연예인 보는것마냥 민석이 좋아한다는거 밝혀진 이후로ㅋㅋㅋㅋ,"초반엔 참새라고해서 참새같은 여자라는 소리인가 싶었는데, 이렇게 보니 또 변화한 성격 때문에 결혼생활 지장없이 행복할 것 같네요. 그리고 똑같이 웃으면서 직원들 칭찬을 해주되 영입이 목적이었던 도민이 sheki를 웃으면서 밟아주는 화법은 배우고싶고, 누굴 건드렸는지 모르는 멍청함에 웃고갑니다ㅋㅋㅋㅋ",은연중에 결국 일 때문이어도 어린 시절 자기를 방치했던 엄마와 자신의 관계가 생각나서 차마 못 지나갔던 거 아닐까...,True,True,False,True,True,True,False,True,True,True
284,7722,703852,60,9.99,36664,ㅋㅋㅋㅋㅋ유연아 포커페이스 하면서 마음속으론 춤추는 거 왜이리 커엽니ㅠㅠㅠ,유연아 사랑해,밤이 되었습니다 유연파는 모두 소리질러 주세요!!!!!!!!!!!!!!!!!!!!,유연 볼 발그레 개미친 발린다 작가님 사랑해요,난... 강경 유연파... 죽어도 유연파...,지금 타이밍에 좋아한다? 백퍼 그냥 흐지부지 끝남,"아 근데 바름이 재현이 한테 차이고 난뒤라서 마음도 복잡할거고 눈치도 없는애라서ㅋㅋㅋ아마 그냥 넘어갈듯
그래도 이제 차차 유연이의 저런 행동에 설레이면서 언젠가 이어지겠지ㅎㅎ너무 행복하자너ㅠㅠㅠㅠ
주인공은 이제 너 하나야 유연아ㅠㅠㅠ","유연아 사랑한다ㅠㅠㅠㅠㅠ 너무 설레 이번화 최고야ㅠㅠㅠ
바름아ㅠㅠㅠ 이거 진심이야ㅠㅠ 절대 슬김에 하는 말이라고 얼렁뚱땅 넘어가면 안돼ㅠㅠㅠ 처음부터 끝까지 너 옆에 있을 사람 유연이야ㅠㅠㅠㅠ",유연파는 조용히 손을드세요,어떡해어떡해어떡해어떡해어떡해,True,True,True,True,True,False,True,True,True,False
285,27304,720121,245,9.99,10746,설이 유정력 만렙 찍었네,유정력 만렙된 설이,설이가 유정이고 유정이....유정이다....ㅎ,오히려 너무 공격력 떨어지던 원래 설이랑 툭하면 발작버튼 눌려서 사람 탈탈 터는 유정이랑 반반 섞여서 적당히 영악하게 잘 된 듯. 사실상 누가 내 가방 뒤졌다고 하면 ㅈㄴ 빡치는 게 당연한 거라 딱히 영'악'한진 모르겠지만..,홍설의 유정화!!,마지막 설이는 유정 그 자체네 표정이,생각하는 설이.... 눈빛에 치인다..ㅠㅠ멋있어,마지막 완전 홍유정이네 ,피곤해도 넘어가던 설이가 똑같이 갚아주네....,이다영 왜 사사건건 오지랖에 시비야;; 쟤 분위기 휩슬려가냐? 자기 혼자 불편하 죽겠어 아주그냥,False,True,True,False,False,True,True,True,False,False
286,24741,651673,103,9.99,29034,작가님 솔직히 말해봐요 이거 그리면서 혼자 웃었죠,ㅋㅋㅋ작가님 그리고 뿌듯해하셨을듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ 이 컷 그리면서 뿌듯해 하는 작가님이 눈에 보인다 ㅋㅋㅋㅋㅋㅋ,그래도저거 안뺏겼네 ㅋㅋㅋ,내말이,이 댓글들도 보고 있는거 다 알아요 작가님ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ반성하는 세포들이 장에가서 똥을 빚는구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 작가님 아이디어 최고다진짜 ㅋㅋㅋㅋㅋㅋㅋ,"왜요 사이다구만 ㅋㅋ 다들 공감하면서 왜 친구 욕하시나 
없는 말 지어낸 것도 아닌데","장거리를 이동하며 정확하게 분사할 수 있는 총은..
장동건","와.. 작가님 진짜 천재인정 '-')b 여자도 모르는 여자마음을 이렇게 잘 캐치하시다니.. 맞아요! 연애하면서 뭔가 화나긴하는데 화내도 되는건지 망설여지고 상황판단이 안될때가 많은데, 제3자의 객관적인 입장을 들으면 사랑해서 못보던것들이 보이면서 확! 현실을 볼 수있게 되고 뒤늦게 화냈어야 하는 상황인것도 알게되고 ㅜㅜ 이 장면 정말 무릎을 탁 치게되네요!",False,True,True,True,False,True,True,False,True,True
287,23474,685460,115,9.99,10009,이무기야ㅜㅜㅜ 삐뚤어진 니 모습도 좋지만 강유를 보면서 얼굴을 붉히던 일상에 스며들던 니가 더 조타 난... 돌아와조ㅜㅜ,ㅋㅋㅋ 이와중에 일억이ㅋㅋㅋㅋ 혼자남았어ㅋㄱㅋ,저액 맘에 들었어 뭘좀아는듯 크으 고마워,우암의 손만 아니였어도 저액은 성공한 액으로 취급받을 수 있었는데 아쉽군,나 춤추는거 왜 코이(恋)댄스 생각나는거 나뿐임?,우암 손으로 가리는거 보면 우암은 마음대로 움직일 수 있는거 같은데....,혹시나 묻힐까봐 미리보기 대여로 또 적습니다! 프롤로그랑 우암의 그릇에 금이 간 장면이랑 이어지는듯하네요. 그릇이 완전히 깨져버린 장면이 나오거든요ㅜㅜㅜ새드앤딩이 아니었으면..강유가 산신령되고 우암이 대흉액으로 환생해서 다시 만나는건 우암 특유의 선비말투가 너무 좋아서...ㅜㅜㅜㅜ,아 우암... 춤추는거 보고싶... 귀엽겠..다.... 나도 같이 만족)),우암이 춤추는거 '도망치는건 부끄럽지만 도움이 된다'의 코이(사랑이라는 뜻)댄스 인건가요?! 강유&우암 러브러브?!?!?!??!,"배댓님이 우암 특유위 선비말투가 좋다하셧는데 전 저번에 108화인가? 그때 우암이 ""괜찮아 강유야 내가잇자나"" 해서 코피터지고 응급실갈뻔햇습니다 결론은 우암 사랑해",True,True,True,False,True,True,False,True,True,False
288,8304,702672,113,9.99,18156,"성격 드러운 개 순위 top 7
7. 개의 성격은
6. 품종이 아닌
5. 주인이
4.어떻게 
3.기르느냐에 따라
2.달라지므로
1.치와와",분노조절잘해ㅋㅋㅋㅋㅋㅋ,이분 저번에 눈깔아 짜샤..했던 분이잖앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ 백지도 된다고 한 댓글에 작가님은 하아얀 홍구얼굴을 내놓으셨다 ♡,간식하나만 내놓개,개들끼리 인사할때 자기만 냄새맡고 상대개는 자기 냄새 못 맡게 하는거 겁나 비매너랬는데 저희 개가 그래서 주인인 제가 뻘쭘합니다 난 널 그렇게 키우지 않았는데 누굴닮아서 예의없게 자랐니,표정이 겁나 한심하다는 표정이얔ㅋㅋㅌㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅌ,뼈다귀가 이~~만했쩌여,분노조절잘해 ㅋㅋㅋㅋㅋㅋㅋ,홍구:  (보자...지갑이.....이쯤에....있을텐데.....),False,True,True,False,True,False,False,True,True,False
289,9798,676695,51,9.99,28243,"신우:a급 능력 +10만 라이프+러브미 시스템+자연치유
한라:현 1위+ 사기급 능력 +미러링+부모 둘 다 운영자+부활석
작가님 이 둘 결혼시키죠!","""이 세계에서 특별한 사람은 나뿐일텐데."" 빨간망토 혹시 관종?",세상에 오래 본 거 같은데 이제야 50화였다니..,내려도 끝이없었으니 별점 10점드리죠,"내가 즐바센 작가님 작품을 좋아하는 이유가 딱 3가지임. 일단 퀄러티가 작붕 하나 못 찾을 정도로 깔끔하고, 안구 정화 급으로 잘생긴 캐릭터만 있음. 거기다 스토리도 신의 탑이나 쿠베라 급으로 딱딱 들어맞음 그런데 떡밥을 몇 년 몇 달에 걸쳐 푸는 게 아니라 길어야 10화 이내에 다 풀림 만일 안풀린다 해도 일단 19화처럼 두루뭉술하게 풀려서 텁텁한 기분 하나 없이 술술 풀림 완전 내 화요일 인생웹툰각",잠깐만 그럼 빨간망토는 3단계에서만 시스템 사용가능 제이는 1단계에서만 시스템 사용가능 그럼 신우는 운영자 시스템인데 어느때든 쓸수있는겁니까? 개사기잖아,막컷 존잘..♥,잠만... 그럼 장모님의 능력을 사위가??!,"간단정리하자면

시스템은 시스템끼리 상쇄가능 그러나 시스템과 유저의능력은 상쇄불가 단 이두가지를 가질수는있음 원피스 처럼 2개먹는다고 죽는건아니지만 즉 이게임안에서 검은돼지(수염)이 3명이나있다고생각하면되요. 신우, 망토, 제이는 유저의 능력, 패시브 그리고 러브미의힘, 1단계 보조npc, 아서 이렇게있으니까 서로의 능력들은 다 대립관계라고생각하면되요",맞아 이만화 장점 중 하나가 떡밥이 던져지고 얼마 안걸려서 풀린다는거지! 추리하는 맛이 없을지도 모르지만 궁금한게 빨리 빨리 풀려서 너무 좋음,False,True,True,True,True,False,True,True,True,True
290,22868,524520,195,9.99,11392,체르타 끊어지지않은 전화 저거 믹이였을거아냐ㅜㅜㅜㅜㅜ 그전화받고 달려오는 체르타 심정은 진짜 어땠을까ㅜㅜㅜㅜㅜ 아끼던 단원의 마지막 한마디 듣는게ㅜㅜㅜㅡㅜ 섬세한 체르타 행동이 차단할 성가신거 이건 엄청난 떡밥인거 같은데 잘 모르겠고 신성의회 당기면 총상입은 프시히 볼테니까 텐이 총 프시히한테 쓴것도 알게될텐데... 체르타 텐 갈등 깊어질것같다ㅠㅜ,단장님.. 별로  안 궁금한 텐의 비밀ㅋㅋㅋㅋㅋㅋㅋㅋ   정말 텐에게 아주 유리한 의욕은 가지고 계셬ㅋㅋㅋㅋㅋㅋㅋㅋ,"히아센 때문에 번호 만드는 란..
둘다 귀여워",16년 전 저 사건의 텐과 세나는 다시봐도 안타깝다..,류 관할차장 슬슬 나오는 분량이 일정해지는 것 같은데 일 터뜨릴듯 싶다 ㅠ,슈가 깜장아저씨라고 부르는거 왜이렇게 똥꼬발랄하고 좋냐 ...,프시히 얘기는 왜 없지ㅠㅠ 자식이나 다름없는 란하고 싸워서 일못하고 입원해있는데ㅠㅠ테쎄라니깐 금방 나을듯함,점점 단장은 알다가도 모르겠다 착한거같은데 나쁜거같고,신성의회를ㄹ 앞당기면 체르타의 신성의회복을 다시 볼 수 있겠군요,체르타 휴대폰 들고 있는 손 마저도 잘생겼어ㅠㅠ,True,True,True,False,True,False,False,True,True,False
291,27153,720121,94,9.99,13694,유정 ㅋㅋ 중간에 전화 한 번도 끊겨본 적 없는 거 티내네 ㅋㅋ,어허헉 아버지 미남.... ㅠㅠㅠㅠㅠ 유정이 아버지를 쏙 빼닮았어.... 부전자전 ㅠㅠㅠㅠㅠ (오열,"근디..유정이가 그럴수밖에 없엇네..
너무 참아서 그게 사람을 ㅁ치?게 만드는 것같이니
보통 사이코패스.머이런애들 부모영향많이 받긴하지.환경이라..그래서 홍설도 자신하고 비슷한상황이라 관심이간건가?
부모의 기대를한몸에받고 노력해야하고..
어후..짠하다",아빠한테 성격적인 무언가를 물려 받았다기보단 주변 상황이 그렇게 만든거 같은데. 모든 사람들이 기대하고 관심 갖고 이용하려 들고 호구로 생각하고 바라기만 하고 아빠도 그래왔을테니.. 그래서 정이 되게 안쓰러움 설이도 마찬가지,하지만 난 ..유정이 아버지의 영민함을 받긴 했지만 전혀 다른 성격의 아이라고 생각함. 하지만 부모가 보는 눈과 의심 그리고 기대가 현재의 유정을 만든것이겠지. 아이는 원래 주변의 눈에 감응하게되어있음,화가 나는걸 무조건 니가 참으라고 하니까 그러지 장난감 다른 애가 망가뜨린 것도 애들이라면 화내고 싸우고 울고 하는게 보통인데 그걸 오히려 장난감 망가져서 화난 애한테 니가 참아 이렇게 하니까 안보이는 곳에서 복수하잖아,역시 내아들 ㅋㅋㅋㅋ,정이 핸드폰 톡톡 하는거 너무 귀여워서 지구뿌셔 ㅠㅜㅜㅜㅠ,아버지가 이상한 사람이었기때문에 정이를 보는 시선이 비틀려있었고 평생 검열당하는 삶을 살아온 유정. .유정이 아버지한테 화내고대들었다면 심각하다고 판단해서 어디 정신병원에 갇혔을지도ㅋㅋㅋ. . ,유정이 아버지의 영향을받아서...가끔씩 저런 행동을하는거였군 ㄷㄷ 그나저나 유정 아버지 젊었을 때 지금의 유정이랑 똑같네...역시 유전자의 힘인가,False,True,True,False,True,False,True,True,True,True
292,13172,720121,123,9.99,13125,정말 민수 너무 불편해... 사과 잘하고 조용하다고 착한사람이 아니란거... ㅠ,궁금한게 가끔씩 보면 저렇게 따라하는 사람들이 있던데 무슨 심리인지 궁금함. 전혀 이해할 수가 없어서,아 설이한테 보라마저 없었다면..진짜 끔찍 ㅠㅠ,인생이 편한놈이라고 욕하기엔... 쟤가 수석이라는거...ㅎ 까먹지 말자아...,"손민수가 이상한 캐릭터 인건 맞는데 
자신이 생각하는 롤 모델이 설이라고 생각하고 
좋아보이니 그대로 따라하는거 같음
좋은 옷이나 외적인거나 성격 습관을 좋은것들로 
바꾸려고 하는거까지 이해가 됨 그리고 좋은것들을 따라하는게
적당하게 하면 되는데 민수는 마치
자기에  정체성을 잃어버리고 쌍둥이 같이 따라하는건 소름돋음 
마치 또하나에 설이가 되려고 선을 넘어서 이거저거 다하는 느낌?",진짜 사회의 축소판같다,영고니 일베하는고니,아 유정 연애질하는거 존멋;; 내가 같은과였으면 짝사랑만 하면서 유정 카톡하는거 보고 눈물흘릴 st,대학와서 보니까 진짜 소름돋고 너무 현실적이야....,근데  오영곤이나 재우나 둘 다 유정한테 자격지심 있는데 오영곤은 쌩 난리를 치고 재우는 정상인 축에 들어가는거 너무 신기함 오영곤이 이 정도로 미쳤구나 싶어서,False,False,False,True,True,False,False,True,True,True
293,27228,720121,169,9.99,14406,손민수: 거짓말쟁이에 흉내쟁이를 뜻하는 고유명사,젤 불쌍한 사람은 홍 남매다 진짜... 둘다 무슨죄야...,손민수도 참 현실적인 애라서 안타까움도 많이 느껴진 캐릭터였습니다. 앞으로 새내기 되실 분들도 치인트 많이 보실텐데 대학에 가면 유정은 없고 손민수같은 사람이 더 많습니다. 설이를 보면서 어떻게 대처해야하는지 배워놓읍시다.,"대학가는 분들 손민수같은애가 나타난다면 어케 대처해야할지 설이 보고 배우라는것도 있지만 자기도 모르게 손민수가 될수도있다는것도 잊지말아야함
동경하는사람을 보면 동경하는 사람과 똑같이 되고싶다. 나도모르게 따라하는거 진짜 의식안하고 저지를수있으니까 손민수도 처음엔 설이가 입은 옷이 이쁘니까 자기도 사고 친해지고싶으니까 그랬던거 처음엔 다들 가벼웠음",이화만보면 속시원해짐ㅋㅋㅋ,개인적으로 너무 좋아하는화ㅠㅠㅠㅠㅠ 설이화내는게 얼마없는데다가 제일 속시원했어ㅠㅠㅠㅠ,"대체 지가 왜우는걸까..제일억울한건 설인데ㅋㅋ..난 웹툰통들어 손민수가제일 소름끼쳤음 오영곤은 진짜현실에 빽빽해서
소름이라도 덜끼쳤는데 설이 이렇게정신적으로 괴롭힌건 손민수가 탑인듯 진짜 정신병자;;",보라ㅋㅋㅋㅋㅋㅋㅋㅋ 설이 몇대 더 때렸는지 세고있었어 핵귀 ㅋㅋㅋㅋ,맞아..진짜 손민수라는 말이 정착될정도로 진짜 레전드로 남을 캐릭터임,인호가 머리채잡고 넘어트리라한거 그대로했네ㅋㅋㅋㅋㅋㅋ,True,False,True,True,False,False,False,True,True,False
294,3424,713581,128,9.99,7711,비온뒤라서 의자 축축할텐데,갑자기 하늘나라st,어느 산골 소년의 사랑이야기..ㄹㅇ ㅋㅋ,얘네도 자아가 생기는 건가,할아버지 안전하게 모시겠습니다!(제발!),작가님 어하루 보시죠?ㅋㅋ,괜찮아 어차피 장면이 지나가면 기억 못할테니까,할아버지 제가 모셔다 드릴게요..저 둘이 있게좀 놔두죠ㅎㅎ..,둘은 그렇게 하늘의 별로....,저 할아버지 네이버였던거임,True,False,True,True,False,True,True,True,False,False
295,7705,703852,43,9.99,40788,유연이다 다른 선택지는 없어,내 생에 밤새 게임하겠다는 말이 이렇게 로맨틱하게 들릴 줄은 상상도 못함 ... 갓유연... 갓남수 ....,유연이에게 인생 배팅,내쿠키는 다 유연이꺼야,"왜 도은이 얘기는 하나도 없지... 바름이랑 고딩 때부터 친구고 대학까지 같이 올 정도, 같이 콘서트도 가고 내가 볼 땐 정말 믿는 친구 같은데 도은이 잘못이 좀 있는 것 같다... 아무리 남친이랑 헤어진 직후라 예민하다고 해도 바름이한테 그렇게 해야겠냐고... 바름이도 주혁이랑 도은이 일로 엄청 신경 쓰고 있는데... 서로가 예민해서 터져버린 것도 있는 것 같다만 도은이가 좀 예민해진 듯","이부분 얘기가 없네 유연이가 자판기 뽑아온다 했을 때 바름이가 자기도 커피라고 했는데 ""넌 안 돼"" 라고 하는 거... 맨날 밥 안 먹고 커피만 마셔서 속 맨날 안 좋아서 안 된다고 한 듯",게임하면 연락 못받는게 다반사인데 게임할테니 연락하라는 유연 그대는 트루럽...,하 우연파에 올인하길 잘했어...... 좋은 배팅이였다.....,유연아 최고였어 지금 이대로 쭉 가자,드디어 유연이가 용기를 ㅠㅠㅠㅠㅠㅠ여러분 유연이에게 박수와 함성 부탁드립니다,False,True,True,True,False,False,False,True,True,True
